subgroup,state,modern_method,se.modern_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
ALL,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0460990526908813,0.0858201833307922,0.0239163601326192,2
ALL,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.0493618107221511,0.0893223550158456,0.026441616715548,2
ALL,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.052832593603036,0.0918864451303035,0.0295908584603635,2
ALL,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.056521961172819,0.0931414764091154,0.0335896429568798,2
ALL,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0604401844951432,0.0926192382394728,0.0389159076277762,2
ALL,Africa:Senegal:Sédhiou,0.0891718032666636,0.0238471041205177,2005,Senegal,DHS_2005,2,2005,0.0645941455736407,0.089048846491215,0.0466755306002664,2
ALL,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.0669821005197166,0.0984271246823415,0.0450713969185613,2
ALL,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.0694315712485807,0.104110790789177,0.0456017344824619,2
ALL,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.0719476614027191,0.1062313186781371,0.047913222094999,2
ALL,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.074529669646884,0.1042158195810112,0.0524972592384442,2
ALL,Africa:Senegal:Sédhiou,0.0652930128886676,0.0113299080165766,2010,Senegal,DHS_2010,2,2010,0.0771136239518779,0.095440099968174,0.0618223368608924,2
ALL,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.0887921615798917,0.1161116628308021,0.0670859070277751,2
ALL,Africa:Senegal:Sédhiou,0.102856431593027,0.0170926519203237,2012,Senegal,DHS_2012,2,2012,0.1018823684439229,0.1223132124853286,0.0844941592384466,2
ALL,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.1209380113952586,0.1530621239315998,0.0947868305090474,2
ALL,Africa:Senegal:Sédhiou,0.1498508444531693,0.0105113179524987,2014,Senegal,DHS_2014,2,2014,0.1430015802811272,0.1604098822322499,0.1272929517328837,2
ALL,Africa:Senegal:Sédhiou,0.1218502837283425,0.0224882807967902,2015,Senegal,DHS_2015,2,2015,0.1495738325766939,0.1735624606376239,0.128267173144931,2
ALL,Africa:Senegal:Sédhiou,0.1705719887677157,0.0323946355789856,2016,Senegal,DHS_2016,2,2016,0.1627007906614177,0.1890542255160366,0.1393773114362365,2
ALL,Africa:Senegal:Sédhiou,0.1835513730056833,0.0177650430698421,2017,Senegal,DHS_2017,2,2017,0.1798984176695294,0.2045311521800902,0.1576202527623668,2
ALL,Africa:Senegal:Sédhiou,0.1648928534801936,0.0252571960609557,2018,Senegal,DHS_2018,2,2018,0.1710280662023284,0.1987738350998707,0.1463685774132018,2
ALL,Africa:Senegal:Sédhiou,0.1805586070541952,0.0228666326068727,2019,Senegal,DHS_2019,2,2019,0.1844443180735445,0.2172925804718907,0.1554592743417311,2
ALL,Africa:Senegal:Sédhiou,,,2020,,,2,2020,0.1844667812074883,0.2504457852470854,0.1329099376501322,2
ALL,Africa:Senegal:Sédhiou,,,2021,,,2,2021,0.1846018293941731,0.274100101025764,0.1196921493669336,2
ALL,Africa:Senegal:Sédhiou,,,2022,,,2,2022,0.1847129271091431,0.2940636469959129,0.1098902453308725,2
ALL,Africa:Senegal:Sédhiou,,,2023,,,2,2023,0.184796860009648,0.3119690837344444,0.1019863264102774,2
ALL,Africa:Senegal:Sédhiou,,,2024,,,2,2024,0.1848531708695691,0.3283836036255032,0.0953715442149185,2
ALL,Africa:Senegal:Sédhiou,,,2025,,,2,2025,0.1848815037954378,0.3436634582453116,0.0896717385946792,2
ALL,Africa:Senegal:Tambacounda,,,1990,,,3,1990,0.0231287993916478,0.0476445571076398,0.0109610349033349,2
ALL,Africa:Senegal:Tambacounda,,,1991,,,3,1991,0.0231194986009991,0.0443308300632954,0.011819630483302,2
ALL,Africa:Senegal:Tambacounda,,,1992,,,3,1992,0.0231023349688702,0.0408892987423206,0.0128671474936661,2
ALL,Africa:Senegal:Tambacounda,0.0221518987341772,0.0077391816886225,1993,Senegal,DHS_1993,3,1993,0.0230637161526088,0.0371592032119433,0.0142146815259455,2
ALL,Africa:Senegal:Tambacounda,,,1994,,,3,1994,0.0243013921458498,0.0415331577269323,0.0140352381799634,2
ALL,Africa:Senegal:Tambacounda,,,1995,,,3,1995,0.025578826983655,0.0455712134507905,0.0141231749250514,2
ALL,Africa:Senegal:Tambacounda,,,1996,,,3,1996,0.0269116932222376,0.0493128240852789,0.0144208560718987,2
ALL,Africa:Senegal:Tambacounda,,,1997,,,3,1997,0.0283036419087834,0.0527255750481103,0.0149061102531829,2
ALL,Africa:Senegal:Tambacounda,,,1998,,,3,1998,0.0297574744319977,0.0557295986821443,0.0155822637441688,2
ALL,Africa:Senegal:Tambacounda,,,1999,,,3,1999,0.0312756356501578,0.0583132759678567,0.0164696760415974,2
ALL,Africa:Senegal:Tambacounda,,,2000,,,3,2000,0.0328606115213726,0.0603324290740509,0.0175964401826815,2
ALL,Africa:Senegal:Tambacounda,,,2001,,,3,2001,0.0345148023570148,0.0616870648629947,0.0190194494131924,2
ALL,Africa:Senegal:Tambacounda,,,2002,,,3,2002,0.0362406697702786,0.0622309933475144,0.0208340596947667,2
ALL,Africa:Senegal:Tambacounda,,,2003,,,3,2003,0.0380407646471467,0.0617217360005262,0.0232193411032977,2
ALL,Africa:Senegal:Tambacounda,,,2004,,,3,2004,0.0399180585985191,0.0598225149336226,0.0264865761646051,2
ALL,Africa:Senegal:Tambacounda,0.0461989962273625,0.0092515281015549,2005,Senegal,DHS_2005,3,2005,0.0418775387114897,0.0554568224686053,0.0315995603908754,2
ALL,Africa:Senegal:Tambacounda,,,2006,,,3,2006,0.0431019504273612,0.0623824569147265,0.0296089704366517,2
ALL,Africa:Senegal:Tambacounda,,,2007,,,3,2007,0.0443527573028985,0.0663001021409768,0.0294095943109462,2
ALL,Africa:Senegal:Tambacounda,,,2008,,,3,2008,0.0456277881426948,0.0676236150820772,0.0304625330310936,2
ALL,Africa:Senegal:Tambacounda,,,2009,,,3,2009,0.0469253393863979,0.0660357890836368,0.0330044017549764,2
ALL,Africa:Senegal:Tambacounda,0.0427009799650244,0.0074989947894354,2010,Senegal,DHS_2010,3,2010,0.0482072718602353,0.0599296772760853,0.0385449814152605,2
ALL,Africa:Senegal:Tambacounda,,,2011,,,3,2011,0.0547690069780984,0.0725193230886283,0.0409888853148936,2
ALL,Africa:Senegal:Tambacounda,0.0563279920427053,0.0088335243395947,2012,Senegal,DHS_2012,3,2012,0.0620766932137005,0.0754895964017294,0.0508057698230676,2
ALL,Africa:Senegal:Tambacounda,,,2013,,,3,2013,0.0749747448489041,0.0984363593264058,0.0568158727045116,2
ALL,Africa:Senegal:Tambacounda,0.120180545992123,0.0252562101580616,2014,Senegal,DHS_2014,3,2014,0.0903102852379483,0.1102224353460566,0.0739610193137879,2
ALL,Africa:Senegal:Tambacounda,0.1048136563218403,0.0249217320357836,2015,Senegal,DHS_2015,3,2015,0.0970505834650023,0.1176508642962709,0.0799463326313247,2
ALL,Africa:Senegal:Tambacounda,0.0954845752466028,0.0195356729698684,2016,Senegal,DHS_2016,3,2016,0.1041689434030024,0.1246431613105069,0.086725887048009,2
ALL,Africa:Senegal:Tambacounda,0.109876622813841,0.0159390504976231,2017,Senegal,DHS_2017,3,2017,0.1160940084995036,0.1367787957930467,0.0981285515955974,2
ALL,Africa:Senegal:Tambacounda,0.1281610375921833,0.0212433884713716,2018,Senegal,DHS_2018,3,2018,0.1129436068645831,0.1347633112453097,0.0943812066021332,2
ALL,Africa:Senegal:Tambacounda,0.1145524261707167,0.0178163767369869,2019,Senegal,DHS_2019,3,2019,0.1216147280393418,0.1475807702971675,0.0996673565815766,2
ALL,Africa:Senegal:Tambacounda,,,2020,,,3,2020,0.1216473169213071,0.1713287691135538,0.0851102020774174,2
ALL,Africa:Senegal:Tambacounda,,,2021,,,3,2021,0.12176261860243,0.189070887013085,0.0764016055062477,2
ALL,Africa:Senegal:Tambacounda,,,2022,,,3,2022,0.1218580162923812,0.2043913655313269,0.0699771058977016,2
ALL,Africa:Senegal:Tambacounda,,,2023,,,3,2023,0.1219303205303972,0.2184229180004801,0.0647829996946775,2
ALL,Africa:Senegal:Tambacounda,,,2024,,,3,2024,0.1219787452776958,0.2314959812932133,0.0604487943440494,2
ALL,Africa:Senegal:Tambacounda,,,2025,,,3,2025,0.122003018029973,0.2438442104148234,0.0567269410618071,2
ALL,Africa:Senegal:Thiès,,,1990,,,4,1990,0.0453602223946928,0.0901099861762312,0.0218930696149796,2
ALL,Africa:Senegal:Thiès,,,1991,,,4,1991,0.0453769898267577,0.0840697654412327,0.0236305179083552,2
ALL,Africa:Senegal:Thiès,,,1992,,,4,1992,0.0454129270233282,0.077749595980861,0.0257757386832424,2
ALL,Africa:Senegal:Thiès,0.040506329113924,0.0134349892114372,1993,Senegal,DHS_1993,4,1993,0.0454434836405923,0.0708479207125742,0.0285758285315829,2
ALL,Africa:Senegal:Thiès,,,1994,,,4,1994,0.0481636878337125,0.0795521758732229,0.02840875379663,2
ALL,Africa:Senegal:Thiès,,,1995,,,4,1995,0.0510305779470373,0.087664954646606,0.0288263120958428,2
ALL,Africa:Senegal:Thiès,,,1996,,,4,1996,0.0540803528085205,0.0953144494778474,0.0297049504628425,2
ALL,Africa:Senegal:Thiès,,,1997,,,4,1997,0.0573274610723283,0.1024278849525425,0.0310169926963375,2
ALL,Africa:Senegal:Thiès,,,1998,,,4,1998,0.0607855561922571,0.1089528200429889,0.0327849349800605,2
ALL,Africa:Senegal:Thiès,,,1999,,,4,1999,0.0644687434245767,0.1146620509855973,0.0350700515602871,2
ALL,Africa:Senegal:Thiès,,,2000,,,4,2000,0.0683917727945158,0.1194956572171346,0.0379485975609535,2
ALL,Africa:Senegal:Thiès,,,2001,,,4,2001,0.0725700584996829,0.1231177245465619,0.0415987243746092,2
ALL,Africa:Senegal:Thiès,,,2002,,,4,2002,0.077019902768673,0.1251945197882649,0.0462880101284056,2
ALL,Africa:Senegal:Thiès,,,2003,,,4,2003,0.0817586463083226,0.1251570575426185,0.0524693092722551,2
ALL,Africa:Senegal:Thiès,,,2004,,,4,2004,0.086805523161598,0.1219331835173002,0.0611655754618629,2
ALL,Africa:Senegal:Thiès,0.0983438114366492,0.0114003253640885,2005,Senegal,DHS_2005,4,2005,0.0921989798028587,0.1117755927101324,0.0759004267839129,2
ALL,Africa:Senegal:Thiès,,,2006,,,4,2006,0.0949862345111385,0.1294003916020563,0.0691439560441153,2
ALL,Africa:Senegal:Thiès,,,2007,,,4,2007,0.0979172128000468,0.1388196861874489,0.068199797673902,2
ALL,Africa:Senegal:Thiès,,,2008,,,4,2008,0.1009780562587599,0.1424041020812066,0.0706121889974082,2
ALL,Africa:Senegal:Thiès,,,2009,,,4,2009,0.1041710046974003,0.1395249146379329,0.0768882476365703,2
ALL,Africa:Senegal:Thiès,0.1069338531779409,0.0110344208894652,2010,Senegal,DHS_2010,4,2010,0.1074239347435836,0.1251101803768081,0.0919766921616346,2
ALL,Africa:Senegal:Thiès,,,2011,,,4,2011,0.1192014253900975,0.1503415848894031,0.0936379837253699,2
ALL,Africa:Senegal:Thiès,0.1311462883284508,0.0119398646192933,2012,Senegal,DHS_2012,4,2012,0.1319905710927675,0.1506206742276604,0.1153142107297049,2
ALL,Africa:Senegal:Thiès,,,2013,,,4,2013,0.1520566863693248,0.1887422541708044,0.1214347206960783,2
ALL,Africa:Senegal:Thiès,0.1745740948073687,0.0128944521350399,2014,Senegal,DHS_2014,4,2014,0.1746947593981586,0.1946928487026357,0.1563117240079034,2
ALL,Africa:Senegal:Thiès,0.181526489148534,0.0145205708838691,2015,Senegal,DHS_2015,4,2015,0.1871314702319422,0.208208833106872,0.1676913654629438,2
ALL,Africa:Senegal:Thiès,0.217221090808857,0.0178058590808947,2016,Senegal,DHS_2016,4,2016,0.206215181333799,0.2295249247731616,0.1849416052595239,2
ALL,Africa:Senegal:Thiès,0.2276186447339815,0.0175250443097414,2017,Senegal,DHS_2017,4,2017,0.224469866798089,0.2485925085904252,0.2021665679627269,2
ALL,Africa:Senegal:Thiès,0.222298305695193,0.0189458776032638,2018,Senegal,DHS_2018,4,2018,0.2119040757241815,0.2377459187089533,0.1881734994385275,2
ALL,Africa:Senegal:Thiès,0.1827823956748719,0.0238923070811085,2019,Senegal,DHS_2019,4,2019,0.2176028741301288,0.252262457664096,0.1855738300867359,2
ALL,Africa:Senegal:Thiès,,,2020,,,4,2020,0.2168637512338377,0.2889424615144266,0.1583496684843801,2
ALL,Africa:Senegal:Thiès,,,2021,,,4,2021,0.2163994452841508,0.3141264157795891,0.1424140785257987,2
ALL,Africa:Senegal:Thiès,,,2022,,,4,2022,0.2160332073205398,0.3352487751038767,0.1306551016883821,2
ALL,Africa:Senegal:Thiès,,,2023,,,4,2023,0.2157598597745334,0.3539547441860824,0.1211702309897763,2
ALL,Africa:Senegal:Thiès,,,2024,,,4,2024,0.2155781469372887,0.3710706105166106,0.1132829316292425,2
ALL,Africa:Senegal:Thiès,,,2025,,,4,2025,0.2154874945788039,0.3870430249136147,0.1065439907810171,2
ALL,Africa:Senegal:Ziguinchor,,,1990,,,5,1990,0.0767836476830032,0.14599745222926,0.0384559305587412,2
ALL,Africa:Senegal:Ziguinchor,,,1991,,,5,1991,0.0768094673770201,0.1365549702093144,0.0415379042671466,2
ALL,Africa:Senegal:Ziguinchor,,,1992,,,5,1992,0.0768649322603182,0.1264845155053031,0.0453754086141907,2
ALL,Africa:Senegal:Ziguinchor,0.074074074074074,0.0210675206493932,1993,Senegal,DHS_1993,5,1993,0.0769071592046448,0.1153118122211247,0.0504504588978162,2
ALL,Africa:Senegal:Ziguinchor,,,1994,,,5,1994,0.0810627905395026,0.1290737090934471,0.049599497516268,2
ALL,Africa:Senegal:Ziguinchor,,,1995,,,5,1995,0.0854046246654257,0.1415974128030002,0.0498725990429032,2
ALL,Africa:Senegal:Ziguinchor,,,1996,,,5,1996,0.0899884927181277,0.1531174932691661,0.050982173583839,2
ALL,Africa:Senegal:Ziguinchor,,,1997,,,5,1997,0.0948322203801889,0.1636161983318228,0.0528279945968922,2
ALL,Africa:Senegal:Ziguinchor,,,1998,,,5,1998,0.0999513878326674,0.1729707903009951,0.0554346907116187,2
ALL,Africa:Senegal:Ziguinchor,,,1999,,,5,1999,0.1053613514385865,0.1810963452340483,0.0588649582071912,2
ALL,Africa:Senegal:Ziguinchor,,,2000,,,5,2000,0.1110779536585828,0.187729959966495,0.0632294731296892,2
ALL,Africa:Senegal:Ziguinchor,,,2001,,,5,2001,0.117116967173523,0.1925439103587673,0.068780582577216,2
ALL,Africa:Senegal:Ziguinchor,,,2002,,,5,2002,0.1234948122322903,0.1950930388315144,0.0759031250787076,2
ALL,Africa:Senegal:Ziguinchor,,,2003,,,5,2003,0.1302288433135144,0.1946057143658405,0.085235467948094,2
ALL,Africa:Senegal:Ziguinchor,,,2004,,,5,2004,0.1373402605082307,0.1896055642522958,0.0982599460689963,2
ALL,Africa:Senegal:Ziguinchor,0.1619353685011744,0.0178972207136104,2005,Senegal,DHS_2005,5,2005,0.1448985337206571,0.1749070969077646,0.1197745996638474,2
ALL,Africa:Senegal:Ziguinchor,,,2006,,,5,2006,0.1457056466798337,0.1955569934318664,0.1074707195005483,2
ALL,Africa:Senegal:Ziguinchor,,,2007,,,5,2007,0.1466389194437926,0.2041932950247429,0.1036943641578709,2
ALL,Africa:Senegal:Ziguinchor,,,2008,,,5,2008,0.1476482226172321,0.2047320309541606,0.1047790252845696,2
ALL,Africa:Senegal:Ziguinchor,,,2009,,,5,2009,0.1487281069985722,0.1968269532633649,0.1110014988083841,2
ALL,Africa:Senegal:Ziguinchor,0.1532422423190012,0.0156466009131008,2010,Senegal,DHS_2010,5,2010,0.1497858384327432,0.1745534947322147,0.1283045864725216,2
ALL,Africa:Senegal:Ziguinchor,,,2011,,,5,2011,0.1597419229612277,0.2007417057236605,0.1259423590370534,2
ALL,Africa:Senegal:Ziguinchor,0.1732886495361303,0.0190116507163283,2012,Senegal,DHS_2012,5,2012,0.1701362222424256,0.1973117333443824,0.1463189992099215,2
ALL,Africa:Senegal:Ziguinchor,,,2013,,,5,2013,0.1863325789872912,0.2330020914835081,0.1476239785433014,2
ALL,Africa:Senegal:Ziguinchor,0.2459364164364957,0.0432174259297944,2014,Senegal,DHS_2014,5,2014,0.2038719076370752,0.2374665865962709,0.1742709913988911,2
ALL,Africa:Senegal:Ziguinchor,0.1939976221606778,0.0215068346796763,2015,Senegal,DHS_2015,5,2015,0.20342493581425,0.2311666262001663,0.1779862781569291,2
ALL,Africa:Senegal:Ziguinchor,0.1988385590148618,0.0186158787163097,2016,Senegal,DHS_2016,5,2016,0.2079976090427371,0.2330581724165906,0.1844875695263433,2
ALL,Africa:Senegal:Ziguinchor,0.2111331920840716,0.0155214933450393,2017,Senegal,DHS_2017,5,2017,0.2226325660642067,0.2461158282509989,0.2002960088796901,2
ALL,Africa:Senegal:Ziguinchor,0.2081709257840814,0.0181195191167325,2018,Senegal,DHS_2018,5,2018,0.2177885397828734,0.2434253451386945,0.1939136073600098,2
ALL,Africa:Senegal:Ziguinchor,0.2685418088476323,0.0251743023401974,2019,Senegal,DHS_2019,5,2019,0.2444080017005524,0.2787433173222018,0.213451339466916,2
ALL,Africa:Senegal:Ziguinchor,,,2020,,,5,2020,0.2436242775202537,0.3197301477388699,0.1815608432035236,2
ALL,Africa:Senegal:Ziguinchor,,,2021,,,5,2021,0.2431363801029834,0.3468086895622666,0.1634451725365239,2
ALL,Africa:Senegal:Ziguinchor,,,2022,,,5,2022,0.2427504668151581,0.3692116319021365,0.1500104705603195,2
ALL,Africa:Senegal:Ziguinchor,,,2023,,,5,2023,0.2424622571241885,0.3888854115118428,0.1392895914405728,2
ALL,Africa:Senegal:Ziguinchor,,,2024,,,5,2024,0.2422705890610853,0.4067585706868005,0.130353268272434,2
ALL,Africa:Senegal:Ziguinchor,,,2025,,,5,2025,0.2421749505632139,0.423334225212084,0.1227061920944695,2
ALL,Africa:Senegal:Kédougou,,,1990,,,6,1990,0.0240804076226619,0.0574035732739446,0.0097465429512625,2
ALL,Africa:Senegal:Kédougou,,,1991,,,6,1991,0.0240712242870051,0.0541842346129251,0.0103645184505283,2
ALL,Africa:Senegal:Kédougou,,,1992,,,6,1992,0.0240567966793677,0.0509483772575674,0.0110765624272049,2
ALL,Africa:Senegal:Kédougou,0.0135135135135135,0.0139409405066504,1993,Senegal,DHS_1993,6,1993,0.0240255812575038,0.0476302502153021,0.0119091941320069,2
ALL,Africa:Senegal:Kédougou,,,1994,,,6,1994,0.0253624602992424,0.0515192449709437,0.012203336622446,2
ALL,Africa:Senegal:Kédougou,,,1995,,,6,1995,0.0267521748531854,0.0552391150303465,0.0126241717921051,2
ALL,Africa:Senegal:Kédougou,,,1996,,,6,1996,0.0282090266229198,0.0587812367133699,0.0131742400877406,2
ALL,Africa:Senegal:Kédougou,,,1997,,,6,1997,0.029736960442363,0.062033865285245,0.0138604284089421,2
ALL,Africa:Senegal:Kédougou,,,1998,,,6,1998,0.0313397223519602,0.0649943398440226,0.014697273787396,2
ALL,Africa:Senegal:Kédougou,,,1999,,,6,1999,0.0330209506073823,0.0675333194833965,0.0157128701506182,2
ALL,Africa:Senegal:Kédougou,,,2000,,,6,2000,0.034784195862087,0.0696365950761315,0.0169454171060416,2
ALL,Africa:Senegal:Kédougou,,,2001,,,6,2001,0.0366330356928042,0.0711452365271042,0.0184454026266666,2
ALL,Africa:Senegal:Kédougou,,,2002,,,6,2002,0.0385709459397144,0.0719338427126734,0.0202965429117393,2
ALL,Africa:Senegal:Kédougou,,,2003,,,6,2003,0.0406012250722819,0.0718521192448594,0.0226202327204349,2
ALL,Africa:Senegal:Kédougou,,,2004,,,6,2004,0.0427261257298644,0.0706007443332476,0.0256451093055811,2
ALL,Africa:Senegal:Kédougou,0.0632818917934817,0.0271836597914326,2005,Senegal,DHS_2005,6,2005,0.0449445400036602,0.0676752508992701,0.029859655706826,2
ALL,Africa:Senegal:Kédougou,,,2006,,,6,2006,0.046618445579243,0.073362525171158,0.0294220258019693,2
ALL,Africa:Senegal:Kédougou,,,2007,,,6,2007,0.0483345563839738,0.0768973177561817,0.0300697384304872,2
ALL,Africa:Senegal:Kédougou,,,2008,,,6,2008,0.0500993403553814,0.0781997866932262,0.0317437332109382,2
ALL,Africa:Senegal:Kédougou,,,2009,,,6,2009,0.0519134093493232,0.0768219204321918,0.0347563742965222,2
ALL,Africa:Senegal:Kédougou,0.0551760074766194,0.0158029772958529,2010,Senegal,DHS_2010,6,2010,0.0537314976803798,0.0714841847891863,0.0402940075993093,2
ALL,Africa:Senegal:Kédougou,,,2011,,,6,2011,0.0598416331395948,0.0823516834917058,0.0431330712173685,2
ALL,Africa:Senegal:Kédougou,0.055762783612893,0.0128075411166077,2012,Senegal,DHS_2012,6,2012,0.0664899213906938,0.0844143074474727,0.0521574587700303,2
ALL,Africa:Senegal:Kédougou,,,2013,,,6,2013,0.0784798429503035,0.1046123499298959,0.0585246927785529,2
ALL,Africa:Senegal:Kédougou,0.1059100102268337,0.0201420026765762,2014,Senegal,DHS_2014,6,2014,0.0924334590781577,0.113350738278097,0.0752605323155226,2
ALL,Africa:Senegal:Kédougou,0.1202405733427124,0.034922104963789,2015,Senegal,DHS_2015,6,2015,0.098657830164089,0.1202651235239876,0.0808080845224314,2
