subgroup,state,unmet_need,se.unmet_need,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Parity 0,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.0601365719648352,0.1332279750456327,0.0270234377137117,1
Parity 0,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.0619955709682214,0.1362018775897489,0.0278706943001879,1
Parity 0,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.0638623152903203,0.1386426212260793,0.0289151199506335,1
Parity 0,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.0657399038423752,0.1404232918565373,0.0302045758251121,1
Parity 0,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.0676315305386036,0.1413831325387205,0.0317736253202181,1
Parity 0,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0695397674559097,0.1414015440049273,0.0336724024944426,1
Parity 0,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.0714676425159787,0.1403345751792836,0.0359801272797124,1
Parity 0,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.0734210027504219,0.1380039492307855,0.0387815196919993,1
Parity 0,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.0754102315138508,0.1341334690121459,0.0422853200490881,1
Parity 0,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0774599005816541,0.1281899250629188,0.0467251693888083,1
Parity 0,Africa:Senegal:Sédhiou,0.0762913222787485,0.0303400458245009,2005,Senegal,DHS_2005,2,2005,0.0797601986269742,0.1194420345632985,0.0526133764182975,1
Parity 0,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.0732706095032507,0.1156315541112282,0.0464433187682528,1
Parity 0,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.0674598023166014,0.1080916038468105,0.0421249721909181,1
Parity 0,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.0620982359647887,0.0977695523925902,0.039331162349193,1
Parity 0,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.0571212301721858,0.0852176850128193,0.0380402826349323,1
Parity 0,Africa:Senegal:Sédhiou,0.0569648657698651,0.0119967627736649,2010,Senegal,DHS_2010,2,2010,0.0524039790375054,0.0703827989649344,0.0390316219780753,1
Parity 0,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.0513305374798186,0.0731617067850528,0.0357175342710412,1
Parity 0,Africa:Senegal:Sédhiou,0.0333966245869361,0.0138946376649191,2012,Senegal,DHS_2012,2,2012,0.0502372329425308,0.0692294947968556,0.0359655872143676,1
Parity 0,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.0478326006234579,0.0689582951615394,0.0325999608600214,1
Parity 0,Africa:Senegal:Sédhiou,0.0227077762558249,0.0142185118093807,2014,Senegal,DHS_2014,2,2014,0.045492339423832,0.0633400095513741,0.0321516222445882,1
Parity 0,Africa:Senegal:Sédhiou,0.0698311186944348,0.0252198504911715,2015,Senegal,DHS_2015,2,2015,0.0464592905720524,0.063492216473019,0.0338476187536709,1
Parity 0,Africa:Senegal:Sédhiou,0.0599087196762322,0.020237904253662,2016,Senegal,DHS_2016,2,2016,0.0528115654745946,0.071965702757656,0.038594561552314,1
Parity 0,Africa:Senegal:Sédhiou,0.033047907191821,0.0126329748850814,2017,Senegal,DHS_2017,2,2017,0.0480920861401946,0.0655197560679662,0.0347522585904612,1
Parity 0,Africa:Senegal:Sédhiou,0.0285402349637316,0.0133057067110175,2018,Senegal,DHS_2018,2,2018,0.0404909337982512,0.0566046084221997,0.0284264315774722,1
Parity 0,Africa:Senegal:Sédhiou,0.0446788597146719,0.0144592195931876,2019,Senegal,DHS_2019,2,2019,0.0392727176053198,0.0561361408328867,0.0272637219757317,1
Parity 0,Africa:Senegal:Sédhiou,,,2020,,,2,2020,0.0394522747353808,0.0634870454783255,0.0239091627244598,1
Parity 0,Africa:Senegal:Sédhiou,,,2021,,,2,2021,0.0395542549353296,0.0700978896348676,0.0215819483923911,1
Parity 0,Africa:Senegal:Sédhiou,,,2022,,,2,2022,0.0396291532846015,0.0763281679737738,0.0197725958520751,1
Parity 0,Africa:Senegal:Sédhiou,,,2023,,,2,2023,0.0396839464186539,0.0822932258255543,0.0182995176025894,1
Parity 0,Africa:Senegal:Sédhiou,,,2024,,,2,2024,0.0397211812666396,0.0880541045338162,0.0170542200778679,1
Parity 0,Africa:Senegal:Sédhiou,,,2025,,,2,2025,0.0397421928352383,0.0936383118962579,0.015965545660258,1
Parity 0,Africa:Senegal:Tambacounda,,,1990,,,3,1990,0.0596989016238831,0.1353821558703815,0.0240525694306835,1
Parity 0,Africa:Senegal:Tambacounda,,,1991,,,3,1991,0.0596430068944279,0.1280750153302118,0.0256733487539278,1
Parity 0,Africa:Senegal:Tambacounda,,,1992,,,3,1992,0.0595534807425813,0.1206489347964069,0.0275113213545221,1
Parity 0,Africa:Senegal:Tambacounda,0.0204081632653061,0.0188619958575927,1993,Senegal,DHS_1993,3,1993,0.0593918785822178,0.1131817313850609,0.0296264777533498,1
Parity 0,Africa:Senegal:Tambacounda,,,1994,,,3,1994,0.0619321808965936,0.1199459900324713,0.0302670913989141,1
Parity 0,Africa:Senegal:Tambacounda,,,1995,,,3,1995,0.0644892210391372,0.126371324570025,0.0311453895001127,1
Parity 0,Africa:Senegal:Tambacounda,,,1996,,,3,1996,0.0671007946182314,0.1323837890645971,0.0322697732756394,1
Parity 0,Africa:Senegal:Tambacounda,,,1997,,,3,1997,0.0697728656498987,0.1377917129705419,0.0336775895900408,1
Parity 0,Africa:Senegal:Tambacounda,,,1998,,,3,1998,0.0725091788016885,0.1424600460824685,0.0354091466736793,1
Parity 0,Africa:Senegal:Tambacounda,,,1999,,,3,1999,0.0753112318874507,0.1461926782106972,0.037516377979674,1
Parity 0,Africa:Senegal:Tambacounda,,,2000,,,3,2000,0.0781808851375484,0.1489030243043629,0.040070020703606,1
Parity 0,Africa:Senegal:Tambacounda,,,2001,,,3,2001,0.081122420998308,0.1503151710386405,0.0431567397723019,1
Parity 0,Africa:Senegal:Tambacounda,,,2002,,,3,2002,0.0841397965539948,0.1502143090641677,0.0469695423895864,1
Parity 0,Africa:Senegal:Tambacounda,,,2003,,,3,2003,0.0872422290775362,0.1481452990968484,0.0517587092357981,1
Parity 0,Africa:Senegal:Tambacounda,,,2004,,,3,2004,0.0904504754365077,0.1435514238940829,0.0579647157053012,1
Parity 0,Africa:Senegal:Tambacounda,0.1229000078074333,0.0350307327076169,2005,Senegal,DHS_2005,3,2005,0.0939332290856292,0.1352843445169259,0.0665724224954947,1
Parity 0,Africa:Senegal:Tambacounda,,,2006,,,3,2006,0.0854023039451093,0.1308068333674914,0.0568569310159487,1
Parity 0,Africa:Senegal:Tambacounda,,,2007,,,3,2007,0.077736322666969,0.1215883551475529,0.0503097986888905,1
Parity 0,Africa:Senegal:Tambacounda,,,2008,,,3,2008,0.0707113126077116,0.1091354330232108,0.0460002536650642,1
Parity 0,Africa:Senegal:Tambacounda,,,2009,,,3,2009,0.0642500654062647,0.0941616440524369,0.0437246864154001,1
Parity 0,Africa:Senegal:Tambacounda,0.0613849534915292,0.0125409732485441,2010,Senegal,DHS_2010,3,2010,0.0581829638291856,0.0767048428899407,0.0443497429377213,1
Parity 0,Africa:Senegal:Tambacounda,,,2011,,,3,2011,0.0565979490580281,0.0787396876323319,0.0404111348801155,1
Parity 0,Africa:Senegal:Tambacounda,0.056510838531132,0.0148458619048943,2012,Senegal,DHS_2012,3,2012,0.0549596562642718,0.0729313078473347,0.0411213565506932,1
Parity 0,Africa:Senegal:Tambacounda,,,2013,,,3,2013,0.0508285442620669,0.0713964755209743,0.0352347775704757,1
Parity 0,Africa:Senegal:Tambacounda,0.0193100307662178,0.011098914576839,2014,Senegal,DHS_2014,3,2014,0.0469355826094067,0.0640242363951692,0.0331068460986482,1
Parity 0,Africa:Senegal:Tambacounda,0.0238999376388011,0.0124094641039608,2015,Senegal,DHS_2015,3,2015,0.0468501833291864,0.0630457304555881,0.0336515170978373,1
Parity 0,Africa:Senegal:Tambacounda,0.075351672595674,0.0206024438495128,2016,Senegal,DHS_2016,3,2016,0.0543393350204475,0.0722917158274957,0.0402786600101336,1
Parity 0,Africa:Senegal:Tambacounda,0.0284728275921153,0.008616966203338,2017,Senegal,DHS_2017,3,2017,0.0492468019703139,0.065681794106414,0.0359151448747175,1
Parity 0,Africa:Senegal:Tambacounda,0.0541937099559974,0.0239381500997932,2018,Senegal,DHS_2018,3,2018,0.0423952324350819,0.058702458503093,0.029915537187851,1
Parity 0,Africa:Senegal:Tambacounda,0.0478167358233642,0.0184339512961967,2019,Senegal,DHS_2019,3,2019,0.0410563889943623,0.0588090524142129,0.028274563884641,1
Parity 0,Africa:Senegal:Tambacounda,,,2020,,,3,2020,0.0412513062320591,0.0662906833043282,0.0248273700946125,1
Parity 0,Africa:Senegal:Tambacounda,,,2021,,,3,2021,0.0413602682168084,0.0730755179150159,0.0224289313038982,1
Parity 0,Africa:Senegal:Tambacounda,,,2022,,,3,2022,0.0414397572676318,0.0794729001831746,0.0205710956855136,1
Parity 0,Africa:Senegal:Tambacounda,,,2023,,,3,2023,0.0414974905941883,0.0855652340373727,0.0190440566336694,1
Parity 0,Africa:Senegal:Tambacounda,,,2024,,,3,2024,0.0415365619425288,0.0915167707507382,0.0177419505915967,1
Parity 0,Africa:Senegal:Tambacounda,,,2025,,,3,2025,0.0415588475913092,0.0972967290705266,0.016613234200097,1
Parity 0,Africa:Senegal:Thiès,,,1990,,,4,1990,0.0239576168324749,0.0538668397383047,0.0106408687665427,1
Parity 0,Africa:Senegal:Thiès,,,1991,,,4,1991,0.0239298499715105,0.0502150378121804,0.0114595027952693,1
Parity 0,Africa:Senegal:Thiès,,,1992,,,4,1992,0.0238792610445392,0.0464648691567919,0.0124253853334822,1
Parity 0,Africa:Senegal:Thiès,0.0277777777777777,0.0119201046770648,1993,Senegal,DHS_1993,4,1993,0.0237843720673138,0.0426083110033799,0.0136312251113527,1
Parity 0,Africa:Senegal:Thiès,,,1994,,,4,1994,0.0244379726710731,0.0455575697227867,0.0132252393607638,1
Parity 0,Africa:Senegal:Thiès,,,1995,,,4,1995,0.0250515465111296,0.0481642979991357,0.0130378491571524,1
Parity 0,Africa:Senegal:Thiès,,,1996,,,4,1996,0.0256491348159292,0.0504307436694304,0.013009280487976,1
Parity 0,Africa:Senegal:Thiès,,,1997,,,4,1997,0.026235242002473,0.0522654476743748,0.0131189893843925,1
Parity 0,Africa:Senegal:Thiès,,,1998,,,4,1998,0.0268116676569171,0.0536521591659775,0.0133495918994294,1
Parity 0,Africa:Senegal:Thiès,,,1999,,,4,1999,0.0273794516278434,0.054529930182903,0.0137135203810025,1
Parity 0,Africa:Senegal:Thiès,,,2000,,,4,2000,0.0279393732561092,0.0548604374952847,0.0142036410413455,1
Parity 0,Africa:Senegal:Thiès,,,2001,,,4,2001,0.0284924649233143,0.0545856939157119,0.01485217499397,1
Parity 0,Africa:Senegal:Thiès,,,2002,,,4,2002,0.0290407943792316,0.0536302100027469,0.0156917232972048,1
Parity 0,Africa:Senegal:Thiès,,,2003,,,4,2003,0.0295891052920496,0.0519072240719544,0.0167705232280834,1
Parity 0,Africa:Senegal:Thiès,,,2004,,,4,2004,0.0301509252118924,0.0492416570789948,0.0181768894941256,1
Parity 0,Africa:Senegal:Thiès,0.0213894509831926,0.0075845420020773,2005,Senegal,DHS_2005,4,2005,0.0308252973918373,0.0452189876277612,0.0200689951882224,1
Parity 0,Africa:Senegal:Thiès,,,2006,,,4,2006,0.0284316384306015,0.0450473183336664,0.0176355915094088,1
Parity 0,Africa:Senegal:Thiès,,,2007,,,4,2007,0.0263167140450824,0.0428718546159809,0.01594688310258,1
Parity 0,Africa:Senegal:Thiès,,,2008,,,4,2008,0.0243589790567867,0.0393935064130634,0.0148475978878209,1
Parity 0,Africa:Senegal:Thiès,,,2009,,,4,2009,0.0225297498442376,0.0349295647233608,0.0142871644105479,1
Parity 0,Africa:Senegal:Thiès,0.0198783532171876,0.0075025105004645,2010,Senegal,DHS_2010,4,2010,0.0207835278575167,0.0296339805867974,0.014416957395902,1
Parity 0,Africa:Senegal:Thiès,,,2011,,,4,2011,0.0208452859297644,0.0310224312008015,0.0138944888039813,1
Parity 0,Africa:Senegal:Thiès,0.0148853320606794,0.0076421878486933,2012,Senegal,DHS_2012,4,2012,0.0208831543896155,0.0298090187087881,0.0145680404356524,1
Parity 0,Africa:Senegal:Thiès,,,2013,,,4,2013,0.0201593491152157,0.0297721494062719,0.0136286122083711,1
Parity 0,Africa:Senegal:Thiès,0.0214665268261992,0.0087596835599008,2014,Senegal,DHS_2014,4,2014,0.0194358871986129,0.0274077158562102,0.013844462362237,1
Parity 0,Africa:Senegal:Thiès,0.029441771776733,0.0093513171909698,2015,Senegal,DHS_2015,4,2015,0.01977553288946,0.027428144540866,0.0143990064792998,1
Parity 0,Africa:Senegal:Thiès,0.023290288919041,0.0094670367714312,2016,Senegal,DHS_2016,4,2016,0.0223002235694364,0.0311449130375851,0.0160593197279277,1
Parity 0,Africa:Senegal:Thiès,0.0201628457047478,0.0081480231944313,2017,Senegal,DHS_2017,4,2017,0.0201525259259421,0.0281580292005958,0.0143134790495541,1
Parity 0,Africa:Senegal:Thiès,0.0096550900774594,0.0072768781979684,2018,Senegal,DHS_2018,4,2018,0.0164520631602417,0.0237058868876983,0.011153745250752,1
Parity 0,Africa:Senegal:Thiès,0.0103007365527179,0.003811824663051,2019,Senegal,DHS_2019,4,2019,0.0154454858890829,0.0226091158428547,0.010257389909664,1
Parity 0,Africa:Senegal:Thiès,,,2020,,,4,2020,0.0155425951281405,0.0255589839408157,0.0090787002589469,1
Parity 0,Africa:Senegal:Thiès,,,2021,,,4,2021,0.0156080091419161,0.028291983444896,0.0082309054709033,1
Parity 0,Africa:Senegal:Thiès,,,2022,,,4,2022,0.015658202766838,0.030903652734126,0.0075659532545669,1
Parity 0,Africa:Senegal:Thiès,,,2023,,,4,2023,0.0156956378673487,0.0334150736249363,0.0070153497042372,1
Parity 0,Africa:Senegal:Thiès,,,2024,,,4,2024,0.015720736227272,0.0358925278129049,0.0065435075070185,1
Parity 0,Africa:Senegal:Thiès,,,2025,,,4,2025,0.0157345119444802,0.0382979121526523,0.006130413797469,1
Parity 0,Africa:Senegal:Ziguinchor,,,1990,,,5,1990,0.0547299118263624,0.1451674927352581,0.0211135142603444,1
Parity 0,Africa:Senegal:Ziguinchor,,,1991,,,5,1991,0.0546290548559847,0.1386623788695012,0.0224939330800225,1
Parity 0,Africa:Senegal:Ziguinchor,,,1992,,,5,1992,0.0544804476953181,0.1321502640031358,0.0240681181927598,1
Parity 0,Africa:Senegal:Ziguinchor,0.0,0.0,1993,Senegal,DHS_1993,5,1993,0.0542255429131895,0.1256787570132356,0.0259300199456449,1
Parity 0,Africa:Senegal:Ziguinchor,,,1994,,,5,1994,0.0562296194369747,0.1288579820911704,0.026296905082727,1
Parity 0,Africa:Senegal:Ziguinchor,,,1995,,,5,1995,0.0581715896498333,0.1317114676131953,0.0268909367021282,1
Parity 0,Africa:Senegal:Ziguinchor,,,1996,,,5,1996,0.0601128919799504,0.1341733163488589,0.0277379071044584,1
Parity 0,Africa:Senegal:Ziguinchor,,,1997,,,5,1997,0.0620702894515804,0.1360935921638299,0.0288576212696557,1
Parity 0,Africa:Senegal:Ziguinchor,,,1998,,,5,1998,0.0640514403653218,0.137404848914038,0.0302398250745014,1
Parity 0,Africa:Senegal:Ziguinchor,,,1999,,,5,1999,0.0660630344832989,0.1379396714445819,0.0319465930365816,1
Parity 0,Africa:Senegal:Ziguinchor,,,2000,,,5,2000,0.0681093861265783,0.1375257182799929,0.0340441498532032,1
Parity 0,Africa:Senegal:Ziguinchor,,,2001,,,5,2001,0.0701947551140803,0.1360236112226824,0.0366314961120853,1
Parity 0,Africa:Senegal:Ziguinchor,,,2002,,,5,2002,0.072324502363782,0.1331859401568693,0.0398464274164401,1
Parity 0,Africa:Senegal:Ziguinchor,,,2003,,,5,2003,0.074506807555294,0.1286555423450565,0.043960166559822,1
Parity 0,Africa:Senegal:Ziguinchor,,,2004,,,5,2004,0.0767629343892737,0.1218679977199944,0.0494030375517547,1
Parity 0,Africa:Senegal:Ziguinchor,0.0951866352985095,0.0183022225259619,2005,Senegal,DHS_2005,5,2005,0.0792479296753645,0.111381707938181,0.0573429161178944,1
Parity 0,Africa:Senegal:Ziguinchor,,,2006,,,5,2006,0.0708867905562504,0.1084287497631731,0.0471034631119584,1
Parity 0,Africa:Senegal:Ziguinchor,,,2007,,,5,2007,0.0634884362216392,0.1007908426757052,0.0403752985618688,1
Parity 0,Africa:Senegal:Ziguinchor,,,2008,,,5,2008,0.0568220635052813,0.0904223896853555,0.0358082223431105,1
Parity 0,Africa:Senegal:Ziguinchor,,,2009,,,5,2009,0.0507895679034634,0.0783712071075148,0.0329295318786283,1
Parity 0,Africa:Senegal:Ziguinchor,0.0460088639013101,0.0188151317419437,2010,Senegal,DHS_2010,5,2010,0.0452198663807612,0.0652778379543416,0.0318695255269122,1
Parity 0,Africa:Senegal:Ziguinchor,,,2011,,,5,2011,0.0437704194860553,0.0649588490516431,0.0294176073004757,1
Parity 0,Africa:Senegal:Ziguinchor,0.0474848406088253,0.0210945805873999,2012,Senegal,DHS_2012,5,2012,0.0422357605903985,0.0600813726789634,0.02969636280076,1
Parity 0,Africa:Senegal:Ziguinchor,,,2013,,,5,2013,0.038784729434203,0.056897784003954,0.0259103614899138,1
Parity 0,Africa:Senegal:Ziguinchor,0.0044208570593121,0.0044497138149824,2014,Senegal,DHS_2014,5,2014,0.0355313451344937,0.0501553751522331,0.0245389672400704,1
Parity 0,Africa:Senegal:Ziguinchor,0.0519920087023252,0.0184609519463364,2015,Senegal,DHS_2015,5,2015,0.0350786701856445,0.0479401440955945,0.0252094491651881,1
Parity 0,Africa:Senegal:Ziguinchor,0.0291792856314674,0.0088902230897901,2016,Senegal,DHS_2016,5,2016,0.0385341225831173,0.0522692773301165,0.0278760505650611,1
Parity 0,Africa:Senegal:Ziguinchor,0.0272891505558249,0.0073718436001708,2017,Senegal,DHS_2017,5,2017,0.0349164442313976,0.0473293730214016,0.0251215285768945,1
Parity 0,Africa:Senegal:Ziguinchor,0.0361247113512487,0.0133829668321414,2018,Senegal,DHS_2018,5,2018,0.0293764805146875,0.0413163038458444,0.0201885762812998,1
Parity 0,Africa:Senegal:Ziguinchor,0.0110161152534847,0.0078625188436619,2019,Senegal,DHS_2019,5,2019,0.0277923830545995,0.0409091672576776,0.017936539779618,1
Parity 0,Africa:Senegal:Ziguinchor,,,2020,,,5,2020,0.0278786280744884,0.0457774779050457,0.0158835641803162,1
Parity 0,Africa:Senegal:Ziguinchor,,,2021,,,5,2021,0.027925686683124,0.050308951122407,0.0143890387367227,1
Parity 0,Africa:Senegal:Ziguinchor,,,2022,,,5,2022,0.0279595853582863,0.0546374840827975,0.0132107762888331,1
Parity 0,Africa:Senegal:Ziguinchor,,,2023,,,5,2023,0.0279840451936022,0.0588002961640565,0.0122377129329277,1
Parity 0,Africa:Senegal:Ziguinchor,,,2024,,,5,2024,0.0280019128230197,0.0628952615899842,0.0114105958343533,1
Parity 0,Africa:Senegal:Ziguinchor,,,2025,,,5,2025,0.0280129017007921,0.0668636670365237,0.0106920390825492,1
Parity 0,Africa:Senegal:Kédougou,,,1990,,,6,1990,0.0789977754327621,0.1926364632225372,0.0289219971716646,1
Parity 0,Africa:Senegal:Kédougou,,,1991,,,6,1991,0.0789764321703777,0.1841341923406979,0.0306418369769118,1
Parity 0,Africa:Senegal:Kédougou,,,1992,,,6,1992,0.0789616891671576,0.1755872017001815,0.0325745683036441,1
Parity 0,Africa:Senegal:Kédougou,0.0,0.0,1993,Senegal,DHS_1993,6,1993,0.0789102213671504,0.1671436923090219,0.0347362229998377,1
Parity 0,Africa:Senegal:Kédougou,,,1994,,,6,1994,0.081597111981263,0.172815397623626,0.0356544938213917,1
Parity 0,Africa:Senegal:Kédougou,,,1995,,,6,1995,0.0843097251474896,0.1781226828924749,0.0367981444817615,1
Parity 0,Africa:Senegal:Kédougou,,,1996,,,6,1996,0.0870988913788351,0.1830674374526333,0.0382209597666418,1
Parity 0,Africa:Senegal:Kédougou,,,1997,,,6,1997,0.0899757215063803,0.1872973091551512,0.039969134337975,1
Parity 0,Africa:Senegal:Kédougou,,,1998,,,6,1998,0.0929475926879328,0.1907812987449355,0.0420924367834593,1
Parity 0,Africa:Senegal:Kédougou,,,1999,,,6,1999,0.0960228275023572,0.1933292580211827,0.0446611070724667,1
Parity 0,Africa:Senegal:Kédougou,,,2000,,,6,2000,0.0992087729175329,0.1947239407994533,0.04773818277704,1
Parity 0,Africa:Senegal:Kédougou,,,2001,,,6,2001,0.1025134470213136,0.194755191436448,0.0514560666194642,1
Parity 0,Africa:Senegal:Kédougou,,,2002,,,6,2002,0.1059507438290424,0.1931648010295661,0.0560147860467008,1
Parity 0,Africa:Senegal:Kédougou,,,2003,,,6,2003,0.109537344129587,0.1895966718891691,0.0616635505808521,1
Parity 0,Africa:Senegal:Kédougou,,,2004,,,6,2004,0.1133126438206472,0.1833762413714953,0.0688388011455576,1
Parity 0,Africa:Senegal:Kédougou,0.1427412335547146,0.0476985647895044,2005,Senegal,DHS_2005,6,2005,0.1175378305528757,0.1732488580118807,0.078359488463869,1
Parity 0,Africa:Senegal:Kédougou,,,2006,,,6,2006,0.1079189014850877,0.1676333209094813,0.068744365871057,1
Parity 0,Africa:Senegal:Kédougou,,,2007,,,6,2007,0.0993098849835062,0.1570202547986492,0.0619952255078684,1
Parity 0,Africa:Senegal:Kédougou,,,2008,,,6,2008,0.0913895134269908,0.142776269099528,0.05753515893812,1
Parity 0,Africa:Senegal:Kédougou,,,2009,,,6,2009,0.0840619339061029,0.1255701223972686,0.0552518967555904,1
Parity 0,Africa:Senegal:Kédougou,0.0739795126030492,0.0189402591085942,2010,Senegal,DHS_2010,6,2010,0.0771462833014084,0.1055119999739345,0.0558898294734668,1
Parity 0,Africa:Senegal:Kédougou,,,2011,,,6,2011,0.0768963509132838,0.1102905358101447,0.0528903888021757,1
