subgroup,state,unmet_need,se.unmet_need,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Parity 1+,Africa:Senegal:Dakar,,,1990,,,1,1990,0.3035963610631126,0.3856329080714863,0.2326700790805091,1
Parity 1+,Africa:Senegal:Dakar,,,1991,,,1,1991,0.3031641304423645,0.3730632345944797,0.2414742606510938,1
Parity 1+,Africa:Senegal:Dakar,,,1992,,,1,1992,0.3022926655293346,0.3579449382803022,0.2519228799074375,1
Parity 1+,Africa:Senegal:Dakar,0.2945652173913043,0.0191866082607767,1993,Senegal,DHS_1993,1,1993,0.3009067723175808,0.3375452997913354,0.2665058913698929,1
Parity 1+,Africa:Senegal:Dakar,,,1994,,,1,1994,0.3050434406754841,0.3575015625130515,0.2572806133499985,1
Parity 1+,Africa:Senegal:Dakar,,,1995,,,1,1995,0.3086767912343467,0.3713839128406744,0.2526562921519439,1
Parity 1+,Africa:Senegal:Dakar,,,1996,,,1,1996,0.31188402822307,0.3817754666161749,0.2502044650102712,1
Parity 1+,Africa:Senegal:Dakar,,,1997,,,1,1997,0.3146589952290121,0.3893472360886446,0.2492682142991036,1
Parity 1+,Africa:Senegal:Dakar,,,1998,,,1,1998,0.3169950482965761,0.3944538905402744,0.2494731498591464,1
Parity 1+,Africa:Senegal:Dakar,,,1999,,,1,1999,0.3188866977707774,0.3972477630774326,0.2506658257028741,1
Parity 1+,Africa:Senegal:Dakar,,,2000,,,1,2000,0.3203299685414468,0.3977545841256987,0.2528504098457918,1
Parity 1+,Africa:Senegal:Dakar,,,2001,,,1,2001,0.3213225184876058,0.3958883598285648,0.2560905235209462,1
Parity 1+,Africa:Senegal:Dakar,,,2002,,,1,2002,0.3218639701246972,0.3914035942720316,0.2605984407967473,1
Parity 1+,Africa:Senegal:Dakar,,,2003,,,1,2003,0.321956437793982,0.3838148255316466,0.2668874965182568,1
Parity 1+,Africa:Senegal:Dakar,,,2004,,,1,2004,0.3216078480087902,0.3719991325287293,0.275927371787233,1
Parity 1+,Africa:Senegal:Dakar,0.3227774650253117,0.0173959810999313,2005,Senegal,DHS_2005,1,2005,0.3210117035668585,0.3520473866566354,0.2916716952924756,1
Parity 1+,Africa:Senegal:Dakar,,,2006,,,1,2006,0.3145023792670022,0.3613152316339694,0.2721204819166427,1
Parity 1+,Africa:Senegal:Dakar,,,2007,,,1,2007,0.3078244484484509,0.3606348632134279,0.2608317870469332,1
Parity 1+,Africa:Senegal:Dakar,,,2008,,,1,2008,0.3008041114117363,0.3537147149952886,0.2540633061824427,1
Parity 1+,Africa:Senegal:Dakar,,,2009,,,1,2009,0.2934587363713486,0.3409150260309045,0.2514506623118998,1
Parity 1+,Africa:Senegal:Dakar,0.3140516543263517,0.0247295226046437,2010,Senegal,DHS_2010,1,2010,0.2858202348519303,0.3200321868948902,0.2550436592428105,1
Parity 1+,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2684313838438003,0.3062943495738841,0.2342925377157128,1
Parity 1+,Africa:Senegal:Dakar,0.232692967605902,0.0186456495929142,2012,Senegal,DHS_2012,1,2012,0.2517968888909173,0.279961389312769,0.2252523679043142,1
Parity 1+,Africa:Senegal:Dakar,,,2013,,,1,2013,0.232676317745776,0.2669387584181103,0.2015911683438017,1
Parity 1+,Africa:Senegal:Dakar,0.2291977284396048,0.0271386020574463,2014,Senegal,DHS_2014,1,2014,0.2145364134928845,0.2422115147098904,0.1892337911920125,1
Parity 1+,Africa:Senegal:Dakar,0.2025059613922145,0.026936593052852,2015,Senegal,DHS_2015,1,2015,0.1974107933468941,0.2227627640051061,0.1739762451611836,1
Parity 1+,Africa:Senegal:Dakar,0.1693681411817654,0.0202039174998818,2016,Senegal,DHS_2016,1,2016,0.1769175683680042,0.1991903478122266,0.1559840165485534,1
Parity 1+,Africa:Senegal:Dakar,0.1339937306082835,0.0135142917291946,2017,Senegal,DHS_2017,1,2017,0.1636790960411478,0.1838302383946186,0.1445688288884133,1
Parity 1+,Africa:Senegal:Dakar,0.1403239347325169,0.0158048842195398,2018,Senegal,DHS_2018,1,2018,0.1592349175263305,0.179938567217238,0.1401134795946141,1
Parity 1+,Africa:Senegal:Dakar,0.190340238304446,0.0191368274566354,2019,Senegal,DHS_2019,1,2019,0.1651823719405215,0.189805238700812,0.143508331810519,1
Parity 1+,Africa:Senegal:Dakar,,,2020,,,1,2020,0.1670867631881756,0.2051940777768561,0.1351691941175385,1
Parity 1+,Africa:Senegal:Dakar,,,2021,,,1,2021,0.1685471525119491,0.2171317108745568,0.1294437252568641,1
Parity 1+,Africa:Senegal:Dakar,,,2022,,,1,2022,0.1697191713934044,0.2273936408824939,0.1248104085581106,1
Parity 1+,Africa:Senegal:Dakar,,,2023,,,1,2023,0.1706001000586788,0.2365224361603175,0.1207255172845115,1
Parity 1+,Africa:Senegal:Dakar,,,2024,,,1,2024,0.1711869290834889,0.2446997349436463,0.1169785835182743,1
Parity 1+,Africa:Senegal:Dakar,,,2025,,,1,2025,0.1714778241239088,0.2520440577925468,0.1134375602431607,1
Parity 1+,Africa:Senegal:Sédhiou,,,1990,,,2,1990,0.2589147678327502,0.3485985801125716,0.1856610833876743,1
Parity 1+,Africa:Senegal:Sédhiou,,,1991,,,2,1991,0.2586910968870587,0.3388827720110163,0.1917946108934014,1
Parity 1+,Africa:Senegal:Sédhiou,,,1992,,,2,1992,0.2582271455738424,0.3281229718529424,0.1984697285495083,1
Parity 1+,Africa:Senegal:Sédhiou,0.2513661202185792,0.0374417100554279,1993,Senegal,DHS_1993,2,1993,0.2574582815182447,0.3156866793382848,0.2062380356145262,1
Parity 1+,Africa:Senegal:Sédhiou,,,1994,,,2,1994,0.2590552580085727,0.3232803827794613,0.2031923887257719,1
Parity 1+,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.2603428472917644,0.3287823498726752,0.2013001121230366,1
Parity 1+,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.2613866329477116,0.3327455474242661,0.2001624421689044,1
Parity 1+,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.2621863702780644,0.3353161446439213,0.1996312871506966,1
Parity 1+,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.2627416753740421,0.3365305765610404,0.1996817337191391,1
Parity 1+,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.2630525388415128,0.3364286735630687,0.2002960125534138,1
Parity 1+,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.2631195508129555,0.3349146108907793,0.2014904640580474,1
Parity 1+,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.2629439243146534,0.3319137282575237,0.2033468094455883,1
Parity 1+,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.2625274095686858,0.3272505727849981,0.206032589321552,1
Parity 1+,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.2618719806774428,0.3206014957777089,0.209810400114233,1
Parity 1+,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.2609792902937243,0.3114736171251251,0.2151963550324861,1
Parity 1+,Africa:Senegal:Sédhiou,0.2390807307647856,0.0242805927384962,2005,Senegal,DHS_2005,2,2005,0.2599765637843073,0.2982802961790916,0.2238820000895689,1
Parity 1+,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.2611399435064736,0.3082052504190262,0.2180543663085088,1
Parity 1+,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.2621974551836102,0.3126182005769232,0.216519292094855,1
Parity 1+,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.2630165014856853,0.3125458602488308,0.2180878870675467,1
Parity 1+,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.2635934039650527,0.3076913920945552,0.2230616367160423,1
Parity 1+,Africa:Senegal:Sédhiou,0.2442743953103265,0.021798718434295,2010,Senegal,DHS_2010,2,2010,0.2638977492129583,0.2955549302741022,0.233897835887855,1
Parity 1+,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.2724508254592703,0.3099487559801893,0.238072630129175,1
Parity 1+,Africa:Senegal:Sédhiou,0.3011868528691107,0.0210195537158919,2012,Senegal,DHS_2012,2,2012,0.2814272670334447,0.3105666399661804,0.2544048165848639,1
Parity 1+,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.2671012176947437,0.3023608770920918,0.2350771769335421,1
Parity 1+,Africa:Senegal:Sédhiou,0.2462760983883748,0.0194850783165248,2014,Senegal,DHS_2014,2,2014,0.2533971020162459,0.2786428686170693,0.2297731457803374,1
Parity 1+,Africa:Senegal:Sédhiou,0.254374495086439,0.0169180720485121,2015,Senegal,DHS_2015,2,2015,0.2471617114961573,0.269514452984567,0.2262453488810529,1
Parity 1+,Africa:Senegal:Sédhiou,0.2231342488690608,0.015222167387418,2016,Senegal,DHS_2016,2,2016,0.232354843275844,0.2537329621452018,0.2121639994843746,1
Parity 1+,Africa:Senegal:Sédhiou,0.2376959925668275,0.0207654107310952,2017,Senegal,DHS_2017,2,2017,0.2295323258683738,0.2540264987367406,0.2069319315002585,1
Parity 1+,Africa:Senegal:Sédhiou,0.2160471819873557,0.0282575214395852,2018,Senegal,DHS_2018,2,2018,0.2187399990721646,0.2474031469300644,0.192771653346318,1
Parity 1+,Africa:Senegal:Sédhiou,0.2098837441895727,0.0259849953535849,2019,Senegal,DHS_2019,2,2019,0.2142484297812141,0.2472329993093777,0.1849039274768648,1
Parity 1+,Africa:Senegal:Sédhiou,,,2020,,,2,2020,0.215757398016823,0.2632015612913658,0.1748989662585313,1
Parity 1+,Africa:Senegal:Sédhiou,,,2021,,,2,2021,0.2168314810821727,0.2757267449151782,0.1676805097293164,1
Parity 1+,Africa:Senegal:Sédhiou,,,2022,,,2,2022,0.2176869492280589,0.2865327413560082,0.1617437766863966,1
Parity 1+,Africa:Senegal:Sédhiou,,,2023,,,2,2023,0.2183275180404141,0.2962593465114578,0.1565090452411397,1
Parity 1+,Africa:Senegal:Sédhiou,,,2024,,,2,2024,0.2187535962674264,0.3050863497961331,0.1517244768250552,1
Parity 1+,Africa:Senegal:Sédhiou,,,2025,,,2,2025,0.2189652802822254,0.3131789383029936,0.1472439763163271,1
Parity 1+,Africa:Senegal:Tambacounda,,,1990,,,3,1990,0.2864341044952693,0.3779091557718596,0.2092613169893046,1
